emp_no,fullname,from_date,salary,title
233200,Breannda Speckmann,1994-02-07,40000,Technique Leader
233209,Tadahiro Vural,1998-04-01,40000,Senior Engineer
233212,Kazuhiro Yurov,1999-05-16,43816,Senior Staff
233217,Stamatina Bharadwaj,1997-07-28,44828,Staff
233219,Teunis Panienski,1999-09-28,40000,Engineer
233220,Geoff Speek,2002-04-25,52029,Senior Engineer
233223,Sreekrishna Eterovic,1999-12-21,40000,Senior Staff
233230,Elliott Veldwijk,1989-05-23,40000,Technique Leader
233232,Mona Schaar,1999-05-31,40000,Senior Engineer
233235,Hatem Katalagarianos,2001-04-04,40000,Senior Engineer
233239,Gurbir Neimat,2001-08-20,40000,Senior Engineer
233250,Jayson Hoogerwoord,2001-02-10,96162,Senior Staff
233253,Kyoichi Merli,1994-11-21,45847,Senior Engineer
233256,Remco Akaboshi,1989-09-21,43005,Technique Leader
233257,Mikhail Waeselynck,1985-03-29,86522,Senior Staff
233268,Jiakeng Tagansky,1999-02-10,42050,Engineer
233272,Trygve Teitelbaum,1989-09-25,40000,Senior Engineer
233278,Berto Eiron,1996-06-07,44669,Senior Engineer
233280,Mohd Lalonde,1994-10-08,44779,Senior Staff
233282,Martijn Wossner,1998-11-26,40000,Staff
233284,Isamu Cannane,1992-09-24,56865,Senior Engineer
233288,Chanjung Lupu,1997-09-24,40000,Senior Staff
233296,Khoa Crabtree,1996-05-14,40000,Senior Engineer
233299,Odysseas Casley,1999-03-16,67205,Engineer
233305,Constantino Kropp,1999-06-23,57168,Senior Staff
233311,Toshiki Muniz,1994-08-23,63831,Senior Staff
233314,Karoline Luby,1995-09-22,40000,Senior Engineer
233320,Byong Birsak,2001-12-23,60881,Senior Staff
233323,Achilleas Demeyer,1989-08-13,90053,Senior Staff
233330,Shuji Spelt,1996-09-06,51730,Senior Staff
233336,Luigi Trachtenberg,1995-12-17,54429,Senior Engineer
233341,Serge Lienhardt,1993-11-13,40000,Senior Staff
233345,Alexius Tramer,1999-05-22,62031,Senior Staff
233346,Serenella Oehlmann,1999-09-16,40000,Assistant Engineer
233347,Shigeaki Kilgour,1996-12-18,40000,Assistant Engineer
233351,Jianwen Schwartzbauer,1989-12-09,40000,Senior Engineer
233354,Mingzeng Bernick,1999-03-02,40000,Senior Engineer
233358,Kersti Hofmeyr,2002-08-01,84936,Senior Staff
233359,Shaowen Magalhaes,1998-06-07,41618,Engineer
233366,Sajjad Kieras,1992-05-15,53138,Senior Staff
233370,Reuven Lanphier,1997-09-27,47981,Assistant Engineer
233371,Samphel Schrift,1996-08-24,40000,Engineer
233375,Chrisa Comte,1987-01-27,46125,Technique Leader
233378,Duro Klassen,1998-12-06,40000,Senior Engineer
233385,Georgi Kulisch,2001-05-07,40000,Senior Engineer
233388,Aluzio Wendorf,1995-09-24,50032,Senior Staff
233391,Eldridge Preusig,1991-08-06,59393,Senior Staff
233399,Jinpo Plump,1998-05-13,43211,Senior Engineer
233400,Vatsa Rothenberg,1986-07-06,53951,Technique Leader
233403,Steve Bugrara,2001-01-12,59369,Senior Staff
233406,Tommaso Chachaty,1994-01-19,46912,Technique Leader
233409,Shigeo Ginneken,1997-04-14,62186,Senior Staff
233410,Munehiko Kalsbeek,1995-12-16,72219,Senior Staff
233419,Serif Hitomi,1999-02-24,70602,Staff
233421,Djelloul McAffer,2002-05-02,40000,Senior Staff
233429,Marjo Kranzdorf,1997-02-26,50139,Senior Engineer
233431,Jingling Flowers,1995-11-10,49460,Senior Staff
233434,Vivian Kinley,1998-12-08,40000,Senior Engineer
233440,Fen Antonakopoulos,1996-11-08,49702,Staff
233442,Mohua Chvatal,2001-02-21,69044,Senior Engineer
233443,Satosi Barvinok,1985-07-31,40000,Senior Staff
233451,Tommaso Murrill,2001-08-22,43964,Senior Engineer
233454,Sandeepan Petersohn,1997-08-18,67649,Senior Engineer
233461,Kolar Steenbeek,1993-12-29,54674,Staff
233464,Hsiangchu Bach,1994-07-14,50229,Senior Engineer
233469,Gou Kumaresan,1995-01-09,40000,Senior Staff
233470,Suebskul Ranst,1997-03-15,44897,Senior Engineer
233473,Ioana Denna,1999-11-02,85984,Senior Staff
233481,Nectarios Talmon,1992-04-12,40000,Senior Engineer
233482,Itzchak Sigstam,2000-05-04,57968,Senior Staff
233484,Fatemeh Segond,1986-03-25,42601,Senior Engineer
233489,Chaosheng Kopetz,1999-11-18,41656,Staff
233491,Fumiya Pargaonkar,1994-08-08,62850,Senior Staff
233494,Basem Chartres,1991-05-27,40000,Senior Engineer
233495,Jiang Tomescu,1999-06-24,55208,Senior Staff
233498,Snehasis Eterovic,1997-07-09,40000,Senior Engineer
233504,Niclas Sullins,2000-02-14,57954,Senior Staff
233505,Elzbieta Roison,1998-03-21,52363,Engineer
233515,Shigeichiro Badr,1994-05-01,40000,Senior Staff
233518,Utpal Conry,1988-08-16,45457,Senior Engineer
233520,Magdalena Ghazalie,1995-11-23,82880,Senior Staff
233521,Clyde Schaap,1989-05-25,41673,Senior Engineer
233523,Shaowen Lorcy,1990-03-11,80750,Senior Staff
233524,Dines Axelband,1989-07-22,41718,Technique Leader
233526,Yuchang Comyn,1998-09-08,40000,Senior Engineer
233527,Chenye Woycyznski,1996-05-11,49965,Senior Staff
233531,Along Cullers,1996-05-21,40000,Engineer
233538,Sasan Delgrossi,1996-02-18,44152,Senior Engineer
233539,Sumant Rossi,1998-02-07,52167,Staff
233545,Zhensheng Mamelak,2001-09-02,40000,Senior Staff
233547,Masali Dichev,1993-02-02,97112,Senior Staff
233549,Vatsa Farrel,2000-06-25,50132,Senior Engineer
233551,Guadalupe Kohling,1990-07-28,40000,Senior Engineer
233557,Boutros Benveniste,1997-02-16,40000,Senior Engineer
233560,Lene Hiraishi,1995-09-03,60789,Technique Leader
233568,Goh Socorro,1998-02-04,48267,Senior Engineer
233569,Chaitali Shimshoni,1994-05-28,70368,Staff
233570,Jessie Sridhar,1995-06-26,51752,Senior Staff
233572,Suvo Kamble,1999-12-28,51557,Senior Engineer
233573,Khatoun Boissier,2002-05-08,40000,Senior Staff
233578,Froduald Lorys,1999-06-03,44872,Assistant Engineer
233579,Theirry Siepmann,1997-05-16,85009,Senior Staff
233581,Alexius Encarnacion,1997-08-24,40000,Senior Staff
233586,Suvo Oppitz,1992-09-24,60020,Senior Staff
233588,Gill Genin,1997-02-12,89133,Senior Staff
233590,Berna Soloway,1996-03-18,40000,Senior Staff
233591,Fox Lunn,1997-02-22,44924,Senior Engineer
233594,Xiahua Yamaashi,1991-03-24,80687,Senior Staff
233596,Srinidhi Plump,1990-09-15,72966,Senior Staff
233597,Masali Servi,1998-12-04,48746,Assistant Engineer
233602,Ulf Aloia,1991-04-30,59483,Senior Staff
233608,Chinya Huttel,1998-06-07,67909,Senior Engineer
233610,Mabo Litzler,1987-08-08,80097,Senior Staff
233613,Nigel Masand,1997-04-16,69544,Staff
233617,Moni Dahlbom,1992-08-28,67936,Senior Staff
233620,Hercules Luders,1998-12-07,47593,Engineer
233631,Kwangho Bierbaum,1999-10-31,57844,Senior Staff
233632,Sibyl Rissanen,1997-12-30,77262,Senior Staff
233639,Saeko Anger,1994-01-22,53886,Senior Engineer
233641,Abdelghani Hebert,1995-11-15,76645,Staff
233644,Arie Khalid,1996-03-28,48523,Engineer
233646,Mohan Feldhoffer,1996-08-02,54536,Senior Staff
233647,Salvador Thummel,2001-08-28,84780,Senior Engineer
233649,Fumiya Gustavson,2000-01-14,40000,Senior Staff
233652,Hatim Auria,1993-02-07,66535,Senior Staff
233653,Neelam Chachaty,1993-09-15,40000,Senior Engineer
233659,Chenye Swick,1992-07-16,47483,Senior Engineer
233662,Janalee Diderrich,1998-10-01,80489,Staff
233667,Feipei Merle,2001-02-21,40000,Senior Staff
233668,Roselyn Perry,2000-08-14,53577,Senior Engineer
233669,Arunachalam Guting,1997-07-30,40000,Senior Staff
233681,Adam Fontet,1993-06-13,40000,Senior Engineer
233685,Lena Rosin,1998-06-12,43123,Senior Engineer
233698,Nevin Kitai,1990-10-08,64242,Senior Staff
233701,Shen Nollmann,1994-09-28,76431,Senior Staff
233706,Lansing Mawatari,1992-10-11,40000,Technique Leader
233718,Jianhua Stassinopoulos,1994-09-11,50297,Engineer
233738,Candida Mayerwieser,1991-06-15,60623,Senior Engineer
233745,Brendon Schapire,1997-10-29,40000,Engineer
233746,Janche Yemenis,1995-12-23,40000,Senior Staff
233749,Charlene Beausoleil,1986-08-17,69033,Senior Engineer
233752,Unal Massonet,1995-04-11,57642,Senior Engineer
233762,Marlo Esteva,1998-05-16,40000,Engineer
233770,Moheb Huxford,1997-12-14,52489,Senior Engineer
233773,Yuuichi Farrow,1994-10-29,49446,Staff
233775,Aral Tsukune,1999-09-13,54663,Assistant Engineer
233778,Chriss Oppitz,2000-02-21,50666,Senior Engineer
233783,Tse Orlowska,1998-08-20,40000,Senior Engineer
233791,Hideyuki Zhiwei,1990-06-19,53647,Senior Staff
233798,Pranas Feinberg,1992-08-07,81597,Senior Engineer
233800,Stepehn Vingron,1991-09-27,73028,Senior Staff
233813,Behnaam Menyhert,2001-09-22,40372,Engineer
233819,Tristan Zhang,1995-08-25,54319,Engineer
233821,Lubomir Salvesen,1990-04-17,78964,Senior Engineer
233822,Nathan Mitchem,1998-07-25,40000,Senior Staff
233823,Nahid Luders,2002-03-31,46304,Senior Engineer
233824,Emdad Clemencon,1996-12-21,42099,Engineer
233828,Sariel Vecchi,1992-03-02,66540,Senior Staff
233834,Guiseppe Mayerwieser,1994-02-11,49856,Senior Engineer
233835,Vincent Onuegbe,1996-07-30,62392,Senior Engineer
233837,Filipp Luef,1993-05-06,40000,Senior Engineer
233844,Sailaja Back,1995-02-16,40000,Senior Staff
233851,Kwangyoen Krohm,1992-07-22,40000,Senior Engineer
233854,Charlene Yurek,1997-04-13,40000,Technique Leader
233858,Irena Nivat,1995-07-06,51854,Senior Engineer
233865,Yefim Mundy,1998-05-03,40000,Staff
233878,Shigenori Vanwelkenhuysen,2002-03-09,57605,Senior Staff
233885,Zvonko Picht,1999-04-25,40000,Engineer
233887,Tiina Pesch,1995-11-28,67471,Senior Engineer
233892,Tiina Siochi,1997-09-01,44266,Engineer
233897,Tesuro Anger,1990-07-10,52371,Technique Leader
233899,Shan Horswill,1996-11-06,68832,Senior Staff
233902,Ibibia Tokunaga,1998-04-16,48163,Senior Engineer
233903,Idoia Rosch,1998-04-27,40000,Engineer
233910,Elvia Staudhammer,1998-02-02,55825,Senior Engineer
233916,Makato Valtorta,1998-01-26,46944,Senior Engineer
233921,Fusako Heiserman,2000-10-30,50795,Senior Staff
233923,Dekang Thebaut,2001-09-21,65230,Senior Staff
233925,Edwin Matzen,2002-02-07,57191,Senior Engineer
233930,Gina Quadeer,2000-02-23,40000,Senior Engineer
233934,Nimmagadda Hanabata,1992-01-08,53473,Technique Leader
233936,Huican Shigei,1996-04-03,48980,Senior Engineer
233940,Visit Khalil,1986-06-24,40000,Senior Engineer
233943,Seongbae Theuretzbacher,1999-07-23,57358,Senior Engineer
233945,Tsuneo Plumb,1996-03-18,47582,Senior Engineer
233948,Yoshinari Wynblatt,1993-06-06,60907,Senior Staff
233953,Mona Lindqvist,2000-05-04,40000,Senior Engineer
233958,Toney Magliocco,1986-07-31,59930,Senior Engineer
233964,Luise Merle,2000-12-01,52071,Senior Engineer
233966,Shimshon Albarhamtoshy,1995-09-07,89348,Senior Staff
233975,Werner Leuchs,1997-02-23,57554,Senior Engineer
233981,Angel Francisci,1991-11-05,52266,Senior Engineer
233986,Janche Cannard,2001-08-15,40000,Senior Staff
233987,Przemyslawa Boissier,1998-08-26,40000,Engineer
233991,Kagan Krider,2000-01-30,72318,Senior Staff
233996,Toney Asser,1999-05-28,55206,Engineer
233999,Felicidad Levergood,1999-06-06,40000,Engineer
234007,Babette Oskamp,1996-02-21,40498,Senior Engineer
234008,Mantis Showalter,1996-05-10,43661,Staff
234013,Malu Terekhov,1996-01-03,61375,Senior Engineer
234014,Yuqun Schoegge,1994-08-03,58796,Senior Staff
234015,Uwe Hiltgen,2001-12-05,47278,Senior Staff
234016,Katsuo Sewelson,1990-08-10,67854,Senior Engineer
234018,Goo Antonisse,2002-07-03,40000,Senior Engineer
234023,Remzi Joslin,1998-11-15,40000,Senior Staff
234025,Uta Boyle,2000-01-18,40000,Senior Staff
234031,Xudong Hitomi,1994-05-11,70814,Senior Staff
234045,Gift Zschoche,1999-09-04,56001,Staff
234046,Guadalupe Valtorta,2001-09-15,70993,Senior Staff
234051,Valeri Katzenelson,1995-04-21,43552,Senior Engineer
234054,Janche Cronan,1988-12-09,64043,Senior Staff
234056,Udaiprakash Perng,1995-06-30,75103,Staff
234058,Valter Tiemann,1999-07-31,58577,Assistant Engineer
234066,Pranay Haddadi,1999-04-13,42941,Staff
234070,Akeel Kushner,2000-09-17,69535,Senior Engineer
234080,Uri Warwick,1995-10-08,47091,Engineer
234084,Rance Viele,1998-02-22,62330,Senior Staff
234085,Oksana Hooghiemstra,2001-06-24,40000,Senior Engineer
234088,Gully Wuwongse,1997-11-14,60323,Senior Staff
234089,Dmitry Brodie,2001-03-06,40000,Senior Staff
234091,Vugranam Chleq,2001-03-07,47933,Engineer
234092,Mabry Rusmann,1990-06-23,41062,Senior Engineer
234098,Saddek Ulupinar,1997-04-08,73194,Senior Staff
234105,Bikash Broder,1994-09-08,68712,Senior Staff
234120,Heekeun Ghazalie,2001-01-14,60206,Senior Engineer
234124,Takahito Renear,1999-08-18,66967,Staff
234127,Vitaly Mahnke,2000-08-09,44027,Senior Engineer
234131,Arumugam Ranka,1987-03-05,58062,Senior Engineer
234134,Sadegh Stiles,1996-11-12,67113,Staff
234136,Leszek Roison,1995-10-11,47842,Engineer
234140,Erez Suermann,2001-04-28,47354,Senior Staff
234146,Felicidad Molenaar,2000-04-21,40000,Senior Engineer
234147,Heon Brizzi,2001-06-14,81099,Senior Staff
234151,Wayne Ozeki,1989-01-16,40000,Senior Staff
234153,Remzi Beerel,1994-09-22,40000,Senior Engineer
234156,Mitchel Montemayor,1994-08-27,60237,Senior Staff
234157,Tsutomu Codenie,1995-02-15,51440,Senior Staff
234160,Vojin Valiente,1998-06-29,45362,Engineer
234163,Dharmaraja Meriste,2000-12-06,86006,Senior Staff
234164,Mayumi Esteva,2000-02-13,40571,Senior Staff
234166,Isamu Birke,1995-07-03,81432,Senior Staff
234169,Vitaly Kaiserswerth,2000-12-23,65162,Senior Staff
234170,Prasadram Bala,1999-10-18,59367,Senior Staff
234171,Maria Tsukuda,1990-09-29,85315,Senior Engineer
234172,Make Dulli,1998-11-21,51062,Senior Engineer
234179,Bangqing Underwood,1991-06-12,56755,Senior Engineer
234181,Masali Camarinopoulos,1994-05-27,40000,Senior Engineer
234185,Ramya Asmuth,2001-12-08,40000,Senior Engineer
234186,Rosalie Panienski,1999-03-30,61327,Staff
234187,Jessie Zastre,1990-07-04,49624,Senior Engineer
234188,Sreenivas Rotem,2001-11-23,84528,Senior Staff
234194,Jungsoon Pettey,2001-01-23,69684,Senior Staff
234197,Lein Begiun,1991-05-24,46812,Senior Engineer
234202,Frazer Mukaidono,1991-02-16,73932,Senior Engineer
234208,Yucai Horswill,2002-03-13,52120,Senior Staff
234209,KayLiang Heydon,1998-08-25,64459,Assistant Engineer
234211,Rosalyn Takkinen,1996-02-03,91748,Senior Staff
234213,Toney Tsukuda,1989-11-27,40000,Senior Engineer
234214,Yunming Matzen,1987-09-24,40000,Technique Leader
234216,Youpyo Portugali,2001-08-26,46452,Senior Staff
234225,Kensei Mitzlaff,1993-01-01,42229,Senior Engineer
234230,Falguni Waymire,1993-12-22,47220,Senior Engineer
234232,Weicheng Terekhov,1998-09-12,41799,Senior Engineer
234234,Edwin Minakawa,1993-10-29,40000,Senior Engineer
234237,Falguni Bugrara,2000-04-30,50725,Senior Engineer
234242,Lobel Gien,1989-01-17,51864,Senior Staff
234250,Berni Mandell,1997-08-22,58953,Staff
234252,Eirik Kavraki,1996-08-29,87335,Senior Staff
234253,Subhash Staylopatis,1985-04-28,76111,Senior Staff
234256,Sadok Kaminger,1996-09-24,49899,Senior Engineer
234260,Howell Curless,1999-03-14,40000,Technique Leader
234261,Cullen Unno,1998-08-03,95440,Senior Staff
234269,Kamakshi Neimat,1996-07-28,51771,Senior Engineer
234279,Keiichiro Thombley,1999-11-20,72818,Senior Engineer
234280,Margo Barinka,1998-05-03,54011,Engineer
234281,Zito Karnin,1987-05-29,40000,Technique Leader
234282,Sasan Rosis,1993-12-28,50076,Senior Engineer
234286,Amabile Serra,2001-02-01,40000,Senior Engineer
234288,Oscal Haraldson,1998-10-26,66748,Senior Engineer
234289,Luisa Wendorf,2001-05-27,40000,Senior Staff
234292,Khue Speer,2000-02-01,88108,Senior Staff
234294,Jiakeng Schach,1992-09-28,50402,Senior Engineer
234295,Fai Bruckman,1999-01-09,40000,Senior Staff
234300,Subhrajyoti Beznosov,1998-10-31,55647,Senior Engineer
234303,Yongqiao Ulupinar,1998-01-07,41886,Staff
234307,Shin Zaumen,1994-09-12,40000,Engineer
234310,Bojan Murtagh,2000-10-15,68083,Senior Staff
234311,Fusako Haddadi,1992-11-20,63461,Senior Staff
234312,Zissis Ruther,1995-12-12,55167,Senior Staff
234315,Bodh Wiegley,2002-05-20,40173,Senior Engineer
234317,Willard Calkin,1995-04-02,40000,Engineer
234318,Berthier Middleton,1998-01-27,56195,Engineer
234320,Danae Bednarek,1998-03-06,43977,Staff
234323,Mitchel Bondorf,2000-11-03,50571,Senior Engineer
234324,Xiaopeng Eiter,1997-10-08,82386,Senior Staff
234326,Munehiko Sherertz,1998-12-17,40000,Engineer
234329,Kshitij Bach,1997-04-06,44801,Staff
234331,Cullen Cherinka,1993-06-28,40000,Senior Engineer
234334,Kshitij Kornatzky,2000-05-26,72192,Senior Staff
234337,Masasuke Thorensen,2001-08-10,56745,Senior Staff
234338,Mario Gente,1999-11-25,40000,Senior Engineer
234342,Fatemeh Gecsei,1989-04-11,44952,Senior Engineer
234345,Irene Vakili,1998-09-11,45942,Engineer
234347,Tomoyuki Muchinsky,1997-06-24,40000,Senior Engineer
234351,Mara Janocha,1991-09-16,40000,Senior Engineer
234353,Kokou Taubman,2001-01-02,40000,Senior Staff
234357,Heather Maraist,1997-03-20,51166,Technique Leader
234358,Ioana Ebeling,1999-11-29,47535,Senior Engineer
234361,Chiranjit Kamber,1991-08-01,48268,Senior Staff
234365,Gretta Seuren,1997-08-19,60250,Senior Engineer
234366,Goncalo McFarlan,1996-11-20,52239,Senior Engineer
234374,Hairong Shackell,1996-06-15,66228,Senior Staff
234390,Mokhtar Arlazarov,1997-10-20,54686,Senior Engineer
234394,Kazuhide Sichman,1992-05-30,84082,Senior Staff
234397,Tsz Oskamp,2000-06-26,40000,Senior Staff
234403,Indrajit Georgatos,1999-07-18,40000,Senior Engineer
234410,Kellie Bugrara,1995-08-15,40000,Senior Engineer
234411,Kazuyasu Kropf,1999-11-12,40000,Senior Staff
234412,Feiyu Ranka,1997-02-16,87824,Senior Staff
234417,Arunas Kusakari,1995-09-13,52178,Senior Engineer
234427,Vasilis Rosaz,2000-01-15,58246,Senior Engineer
234434,Otmar Strandh,1986-10-20,42302,Senior Engineer
234435,Arch Kugler,1998-10-23,70358,Technique Leader
234438,Sreekrishna Schnelling,1985-06-19,59939,Senior Staff
234442,Marlo Hutton,1995-08-25,46995,Senior Engineer
234445,Cordelia Coorg,1996-05-17,49182,Engineer
234452,Yifei Schwabacher,1992-08-25,53362,Senior Staff
234456,Xiaoshan Haldar,1990-01-08,49584,Senior Engineer
234457,Arto Stranks,1992-02-24,52286,Senior Engineer
234469,Hyuncheol Bergere,1991-03-31,47610,Senior Staff
234471,Eckart Quaggetto,1997-07-13,51383,Senior Engineer
234474,Nevio Aloisi,2001-10-31,62186,Senior Staff
234480,Seongbin Heyers,1998-05-07,56582,Senior Staff
234489,Mohua Zuberek,1995-11-13,40000,Senior Staff
234495,Zdislav Ferriere,1994-02-01,40000,Senior Engineer
234500,Dmitry Zockler,1998-10-12,66624,Engineer
234501,Hisao Capobianchi,1987-10-10,40000,Senior Engineer
234503,Munehiko Yetto,2000-04-06,40000,Senior Engineer
234508,Georgi Setiz,1997-06-24,40000,Senior Engineer
234509,Maia Peron,1998-08-20,82660,Senior Staff
234512,Kitty Lortz,1991-11-23,51898,Senior Engineer
234515,Chriss Eastman,1995-09-23,42909,Senior Staff
234516,Unal Peral,1992-07-11,64258,Senior Engineer
234523,Kazuhisa Vandervoorde,1998-08-29,71240,Senior Engineer
234524,Fai Yemenis,1995-07-07,40000,Senior Staff
234530,Mostafa Swan,1989-05-16,40000,Senior Staff
234535,Aimee Rusmann,1999-08-21,63717,Senior Engineer
234542,Udo Awdeh,1997-04-29,61516,Senior Staff
234548,Kristine Gladwell,1996-09-01,40000,Engineer
234552,Saniya Tokunaga,1987-07-05,40000,Senior Staff
234560,Oldrich Georgatos,1999-06-10,79242,Staff
234562,Howell Berztiss,1994-10-19,50829,Senior Engineer
234566,Moti Assaf,1994-04-30,40000,Senior Engineer
234569,Shigeichiro Serna,1991-03-20,69258,Senior Staff
234570,Kasturi Porenta,1990-02-01,45611,Technique Leader
234580,Rildo Asrin,1996-11-15,40000,Senior Engineer
234583,Tsvetan Journel,1999-02-12,40000,Senior Staff
234591,Kshitij Hemaspaandra,1997-12-11,40000,Senior Engineer
234601,Alexius Lanzelotte,1985-09-06,40000,Technique Leader
234603,Deniz Ambroszkiewicz,1994-02-21,40000,Engineer
234604,Patricia Aingworth,1994-11-03,47619,Senior Staff
234629,Tesuya Steenbeek,1994-01-15,41313,Senior Staff
234635,Nechama Pfau,1996-05-19,40000,Senior Engineer
234639,Morrie Luck,1994-02-03,50688,Senior Staff
234643,Arvind Schaar,1997-10-10,40000,Engineer
234646,Heng Fadgyas,1997-12-19,40000,Senior Engineer
234651,Xuedong Dratva,1998-11-15,85524,Senior Staff
234656,Genevieve Uehara,1996-02-18,40000,Senior Staff
234657,Yongmin Jervis,2000-10-19,66279,Senior Staff
234663,Ravishankar Kroon,1998-02-09,48234,Engineer
234665,Shuho Matzov,2000-01-15,40000,Senior Engineer
234668,Basem Loncour,1992-08-19,53924,Senior Engineer
234670,Kwangyoen McClurg,1998-01-08,49922,Staff
234674,Leaf Hammerschmidt,1990-02-18,47581,Senior Staff
234676,Yaghout Valiente,1999-01-12,56529,Engineer
234677,True Juneja,1994-08-13,53296,Senior Staff
234678,Juichirou Laventhal,1997-09-12,42460,Engineer
234682,Bedir Rossi,2002-01-28,53400,Senior Staff
234685,Nikolaus Schach,1994-10-11,63735,Senior Engineer
234690,Dmitri Bridgland,1996-12-24,61316,Senior Engineer
234692,Haldon Sidhu,2001-03-04,62273,Senior Staff
234694,Stamatina Bernatsky,2001-10-09,40000,Senior Engineer
234699,Sachio Azumi,1996-02-04,40000,Senior Staff
234700,Zine Rodiger,1995-08-24,40000,Senior Staff
