emp_no,title,from_date,salary,fullname
284393,Senior Engineer,1996-08-14,40000,Ronghao Passafiume
284394,Senior Engineer,1992-12-14,44523,Collette Fontet
284397,Engineer,1999-05-05,51784,Yuqun Cunliffe
284401,Senior Staff,1997-11-05,52758,Xiaoqiang Georgatos
284405,Staff,1995-07-25,40000,Claudi Yemenis
284411,Senior Engineer,1994-06-25,40000,True Lorin
284416,Engineer,1998-05-18,82540,Uinam Clouatre
284423,Senior Staff,1986-03-06,68726,Sudharsan Szmurlo
284429,Senior Engineer,1993-06-30,40000,Berna Uludag
284432,Technique Leader,1992-09-07,50270,Luigi Ishibashi
284434,Senior Engineer,2000-12-28,40000,Kazunori Bellmore
284439,Staff,1998-07-16,40000,Bodh Savasere
284440,Senior Engineer,1998-08-29,59665,Hugo Buescher
284441,Engineer,1998-05-22,40000,Guenter England
284442,Senior Staff,1998-11-02,89289,Lokesh Stellhorn
284444,Senior Engineer,2000-07-28,40000,Joydip Pietracaprina
284445,Staff,1998-09-21,58318,Mani Eldridge
284449,Senior Staff,1998-02-20,55890,Berna McFarlin
284454,Senior Engineer,1991-09-22,43766,Ravishankar Leppanen
284457,Senior Staff,1992-03-22,54398,Eric Luders
284459,Senior Engineer,1995-11-26,53462,Souichi Waeselynck
284465,Engineer,1998-12-18,73986,Aria Rosiles
284474,Senior Staff,1992-02-22,78001,Mona Petersohn
284475,Senior Engineer,1996-01-04,40000,Sukumar Garnier
284484,Senior Engineer,1996-02-03,64920,Zhenhua Stamatiou
284485,Engineer,2001-01-20,51159,Rosalyn Comellas
284491,Senior Engineer,1998-01-28,41792,Luerbio Schade
284492,Senior Staff,1994-09-19,74457,Armond Birsak
284502,Engineer,1997-06-07,40000,Honglan Siprelle
284507,Technique Leader,1998-12-21,68095,Mansur Litzler
284516,Senior Engineer,1992-09-23,40000,Anyuan Borstler
284517,Senior Engineer,1999-05-13,40000,Mihalis Jonsson
284523,Engineer,1996-04-30,40000,Dines Rosenbaum
284527,Senior Staff,1995-04-01,40000,Srinidhi Szilard
284529,Senior Engineer,1993-12-08,40351,Berry Danlos
284530,Senior Engineer,2002-03-23,47670,Almudena Borstler
284535,Senior Engineer,2001-10-20,40000,Tianruo Zielinski
284537,Senior Staff,2001-04-26,40000,Richara Perry
284538,Engineer,1997-07-20,40000,Joydip Leaver
284546,Senior Engineer,1999-04-08,46672,Sadok Ouhyoung
284548,Engineer,1999-05-15,52799,Erzsebet Boudaillier
284550,Senior Engineer,2001-10-15,40000,Kolar Gimbel
284552,Engineer,1998-09-01,47069,Manton Lortz
284559,Senior Engineer,1999-12-08,40000,Danny Sooriamurthi
284560,Staff,1996-05-22,54947,Adin Valiente
284572,Senior Staff,1997-07-07,41232,Piyush Luan
284573,Senior Engineer,1987-09-06,40000,Fei Siksek
284579,Senior Staff,1994-01-05,40000,Paddy Kambil
284580,Senior Engineer,2001-12-24,40000,Sreenivas Quittner
284582,Senior Staff,1990-06-09,49122,Cullen Gils
284584,Senior Engineer,1993-01-01,45234,Suvo Wegerle
284587,Senior Engineer,1990-08-17,61169,Basil Siegrist
284588,Senior Staff,1996-03-02,45927,Erzsebet Braunschweig
284589,Senior Staff,1993-02-12,40000,Ult Kaiserswerth
284592,Staff,1999-09-20,51408,Angus Montresor
284593,Senior Staff,1992-08-11,58869,Torsten Merks
284594,Senior Staff,1993-05-26,55783,Sahrah Rouquie
284599,Senior Engineer,1994-01-23,60551,Sven Bahk
284602,Senior Staff,1995-04-22,63324,Bojan Champarnaud
284603,Senior Staff,1995-09-23,40000,Zijian Besselaar
284617,Senior Engineer,1994-10-18,49318,Zhanqiu Pell
284622,Senior Staff,1988-12-14,73808,Deborah Worfolk
284624,Staff,1999-02-27,45827,Evgueni Vuskovic
284627,Staff,1995-02-22,40000,Werner Itzfeldt
284631,Senior Staff,1985-07-28,40000,Alois Kieras
284635,Senior Engineer,1997-07-04,48333,Hongzhu Rodite
284637,Senior Staff,1992-02-19,40000,Odoardo Avouris
284639,Staff,1997-09-22,41987,Marlo Piveteau
284642,Senior Staff,1995-12-20,47933,Karlis Vandervoorde
284652,Senior Engineer,1986-10-02,48025,Pranas Compeau
284654,Technique Leader,1985-03-26,52541,Becky Decleir
284655,Senior Staff,1985-09-13,81668,Mohd Nanard
284657,Senior Staff,1999-02-22,82104,Ipke Chaudhury
284662,Senior Staff,1995-07-20,40000,Mrinalini Schahn
284663,Senior Engineer,1993-05-04,40000,Ronnie Cheshire
284667,Senior Staff,1995-11-29,87803,Jacqueline Menhardt
284669,Engineer,1999-01-30,59539,Genevieve Tagansky
284670,Senior Engineer,1990-05-02,71661,Steen Rissanen
284673,Senior Engineer,1995-07-09,40000,Maia Ghandeharizadeh
284674,Senior Staff,1996-01-01,80240,Krassimir Monarch
284682,Senior Staff,1996-05-13,44056,Gad Rabejac
284692,Senior Staff,2001-09-21,40000,Jagoda Cannata
284696,Staff,1994-09-16,45787,Rasikan Basart
284699,Engineer,2000-01-08,40000,Tommaso Biros
284705,Senior Engineer,1993-04-04,40000,Gila Anandan
284710,Senior Staff,1999-06-22,40000,Randy Gniady
284714,Engineer,1998-12-28,40000,Sadok Mitchem
284720,Senior Staff,1991-07-30,55593,Heping Falster
284726,Staff,1997-06-16,62188,Yongmao Christ
284728,Senior Staff,1995-10-13,57709,Aris Legleitner
284730,Staff,1997-11-26,40000,Harngdar Constantine
284733,Engineer,1999-01-06,40800,Kirk Whitcomb
284738,Senior Engineer,1997-01-22,42045,Shay Lichtman
284745,Senior Staff,1998-01-19,40000,Arno Jeong
284746,Senior Staff,1988-06-09,40000,Torsten Dusink
284748,Senior Staff,1994-06-29,62458,Jayson Ozeki
284752,Senior Staff,1993-10-08,47290,Aemilian Schaad
284758,Senior Staff,2001-04-03,73021,Odoardo Krichel
284762,Senior Engineer,1997-10-10,62248,Chinho Akiyama
284763,Senior Staff,2001-06-03,56677,Danco Katzenelson
284774,Staff,1997-05-16,76551,Genta Vural
284780,Senior Engineer,1996-01-18,47236,Mingdong Journel
284782,Staff,1996-04-07,65252,Wojceich Baaz
284783,Senior Engineer,1996-02-15,40000,Shahab Assaf
284785,Staff,1999-11-05,52059,Seshu Vilarrasa
284786,Senior Staff,2001-04-25,44378,Wojceich Piveteau
284789,Senior Engineer,2001-08-19,40000,Hugo Pulkowski
284797,Senior Engineer,1998-03-01,43626,Fumitaka Fritzsche
284799,Engineer,1995-05-10,67223,Goa Danlos
284802,Senior Staff,1993-04-20,67361,Dinkar Heystek
284805,Senior Engineer,1997-02-05,44831,Kyoichi Yavatkar
284809,Senior Engineer,2002-04-30,76478,Tru Danner
284812,Senior Engineer,1998-01-27,40000,Arco Erie
284818,Senior Engineer,1997-02-12,40000,Aron Lortz
284821,Senior Staff,1994-12-31,71126,Charlene Gadepally
284822,Technique Leader,1989-11-26,40000,Aiichiro Dayang
284824,Staff,1996-03-21,87292,Nahum Ligten
284828,Senior Staff,1991-01-29,72675,Danil Iacovou
284830,Senior Staff,1987-06-04,77650,Stafford Luff
284832,Engineer,2000-08-13,47626,Sashi Cullers
284834,Senior Staff,1995-08-16,40000,Doowon Rohrbach
284839,Senior Engineer,1991-12-14,46343,Fatemeh Giaccio
284847,Senior Engineer,1996-11-16,40502,Shugo Seghrouchni
284851,Senior Engineer,1991-03-21,40681,Valter Genther
284859,Senior Engineer,1994-09-22,59876,Alassane Krogh
284865,Senior Engineer,1999-10-09,40000,Dipankar Siprelle
284874,Senior Engineer,1999-07-20,64425,Vidar Langford
284876,Engineer,2001-06-06,55392,Kwun Lorys
284880,Senior Engineer,1998-03-13,40000,Bartek Maksimenko
284883,Senior Engineer,1996-06-20,40000,Pohua Marrevee
284896,Senior Engineer,1990-12-26,55879,Tsuneo Mateescu
284905,Senior Engineer,1996-02-05,62091,Bingning Koshino
284906,Senior Staff,1995-08-21,40000,Alagu Jervis
284907,Senior Staff,2001-11-08,66890,Boalin Erez
284910,Senior Staff,1993-08-06,76468,Uwe Streng
284912,Senior Staff,1999-06-25,40000,Nigel Seghrouchni
284916,Staff,1999-01-24,74529,Mohit Danley
284921,Senior Staff,2001-12-17,40000,Hercules Narahara
284923,Staff,1997-10-02,83083,Karoline Servieres
284924,Senior Staff,2000-12-08,40000,Nevin Weisert
284928,Senior Engineer,2002-05-25,40000,Eldridge Bressoud
284931,Senior Staff,1998-01-12,40000,Kenroku Calkin
284935,Technique Leader,1993-06-03,43926,Shaw Sadowski
284937,Engineer,1996-03-10,40000,Rimli Atrawala
284940,Senior Staff,2000-11-14,86623,Sachio Douceur
284946,Senior Engineer,1992-01-04,74620,Munenori Halloran
284947,Senior Staff,1986-08-14,78111,Martial Vidal
284961,Senior Engineer,1999-06-22,47808,Branimir Hardjono
284965,Senior Engineer,1995-09-25,52131,Kristof Camurati
284966,Engineer,1997-11-25,50943,Chriss Ritzmann
284973,Staff,2000-01-02,40000,Krassimir Ramsak
284978,Senior Staff,1997-07-30,58344,Toong Conta
284981,Senior Engineer,1998-02-09,43705,Anwar Takkinen
284984,Senior Staff,1999-04-01,76605,Masali Fioravanti
284987,Senior Staff,1997-04-17,44079,Xianlong Motley
284990,Senior Staff,2000-03-14,63447,Froduald Theuretzbacher
284991,Senior Staff,2001-09-07,55830,Morris Reeken
284992,Senior Engineer,1997-02-18,60257,Toshiki Schaft
284994,Senior Staff,1996-05-29,74405,Gal Georgakopoulos
284995,Senior Staff,1997-08-21,40000,Dulce Varley
285001,Senior Staff,1999-06-01,58195,Mori Coney
285002,Senior Engineer,2002-07-06,42271,Turgut Ranai
285003,Senior Engineer,1998-09-19,47801,Phillip Bonifati
285005,Senior Engineer,1998-05-24,40000,Christoph Litecky
285008,Senior Engineer,1998-12-16,40000,Bodh Magliocco
285012,Engineer,1998-08-09,62880,Subhash Hoppenstand
285015,Senior Engineer,2000-09-12,60443,Gudjon Tetzlaff
285016,Technique Leader,1993-03-22,40000,Sarita Rosca
285017,Senior Engineer,1998-09-23,40000,Hideyuki Tibblin
285022,Staff,1998-12-02,44562,Somnath Speer
285025,Senior Staff,1996-09-14,41133,Otmar Kuszyk
285032,Senior Engineer,1994-01-20,40000,Kristina Gulik
285038,Senior Engineer,2001-08-26,40000,Eran Hashii
285039,Senior Engineer,1992-10-29,40000,Junichi Kitsuregawa
285044,Senior Engineer,2000-04-14,40000,Kokou Norsworthy
285047,Staff,1999-01-01,40000,Sashi Bail
285056,Senior Engineer,2000-07-11,46800,Sanjoy Demos
285057,Senior Engineer,1988-02-13,54354,Georgi Edelhoff
285058,Engineer,1995-10-09,49313,Shalesh Siksek
285061,Senior Staff,1994-03-02,54939,Babette Baja
285065,Senior Engineer,1993-08-08,48100,Adas Hitomi
285068,Engineer,1995-11-07,40000,Genta Felcyn
285070,Staff,1997-12-19,71658,Juyoung Schaap
285076,Technique Leader,1999-11-25,43592,Gladys Melichar
285077,Senior Engineer,1992-07-30,71086,Berna Hofman
285081,Senior Engineer,1997-02-07,55933,Yuguang Frijda
285082,Senior Engineer,1998-11-15,50345,Aral Rodite
285085,Senior Engineer,2001-05-18,42672,Jouni Rosch
285087,Senior Staff,1999-10-13,70724,Masako Badache
285096,Senior Engineer,1993-04-30,45537,Valter Gist
285097,Senior Staff,1993-07-03,40000,Serap Shiratori
285106,Senior Engineer,1993-06-04,40000,Cedric Siepmann
285109,Staff,1996-05-22,48624,Genki Munos
285127,Senior Staff,1997-10-15,50351,Marla Lindenbaum
285129,Staff,1996-07-23,78409,Zhonghua Nitto
285134,Senior Staff,1996-06-29,69734,Randi Decaestecker
285137,Senior Engineer,1993-03-03,66028,Bluma Ohori
285138,Senior Engineer,2002-01-24,40000,Bodo Griswold
285146,Senior Staff,1993-08-31,54308,Sachio Birke
285148,Senior Staff,2001-03-06,42192,Ekawit Keohane
285150,Senior Staff,1990-12-01,62358,Zejun Chinal
285158,Senior Staff,1986-12-25,40000,Manton Feldhoffer
285161,Senior Engineer,1985-07-28,49682,Lihong Sommer
285162,Engineer,1997-04-14,40000,Suzette Riefers
285165,Senior Engineer,1998-08-22,40000,Peer Rajcani
285172,Senior Engineer,1997-07-06,40000,Ute Schwartzburd
285178,Senior Engineer,1996-08-12,40000,Valdiodio Stanfel
285180,Senior Engineer,2000-08-17,59227,Abdulah Baby
285184,Staff,1999-04-27,40000,Ingmar Lamba
285189,Senior Engineer,1991-06-30,71015,Yongqiao Roccetti
285193,Senior Staff,1996-04-11,40000,Ayakannu Luga
285198,Engineer,1996-07-15,57373,Shaleah Nastansky
285203,Senior Staff,1987-11-15,47632,Domenick Hasenauer
285204,Engineer,1997-06-01,41864,Juichirou Szmurlo
285207,Senior Engineer,1985-09-30,55941,Charmane Seuren
285214,Senior Engineer,1997-12-20,40000,Brigham Biron
285215,Senior Staff,2001-06-26,59991,Feipei Ishibashi
285216,Technique Leader,1989-03-07,40000,Maria Motley
285223,Senior Engineer,1990-06-19,57188,Alois Pusterhofer
285226,Senior Engineer,2000-09-18,40000,Adib Schonegge
285228,Senior Engineer,1999-01-19,72289,Menkae Whittlesey
285232,Engineer,2000-01-02,70306,Chaitali Griswold
285236,Staff,1993-09-17,51518,Nigel Erni
285237,Technique Leader,1993-04-08,75921,Barun Sgarro
285239,Senior Staff,1995-11-04,40000,Akhilish Leivant
285243,Senior Staff,2002-06-30,52052,Lakshmi Vieth
285244,Senior Staff,1990-10-19,40000,Suvo Kaelbling
285250,Senior Engineer,2001-01-16,56794,Radhia Lorho
285256,Senior Engineer,2002-01-24,57782,Ayonca Brendel
285262,Senior Staff,1997-11-05,79526,Xiaocheng Schaaf
285267,Senior Staff,1998-05-19,79992,Qunsheng Vingron
285268,Senior Engineer,1992-09-06,57369,Berto Valtorta
285271,Senior Engineer,2001-10-09,52101,Marjo Esteva
285272,Senior Staff,1996-11-21,52117,Herbert Aseltine
285280,Engineer,1998-07-17,40000,Kotesh Boreale
285291,Senior Staff,1989-11-02,46853,Rafael McAlpine
285293,Assistant Engineer,1996-08-14,40000,Radhika Schusler
285294,Senior Engineer,2002-06-24,56537,Sorina Kitai
285296,Engineer,1997-12-03,40000,Nathalie Heiserman
285297,Senior Engineer,1992-12-09,40000,Huai Czap
285299,Engineer,1996-05-27,40000,Chaoyi Bierman
285300,Engineer,1998-03-26,40000,Morris Fiebach
285302,Senior Staff,1992-08-11,40000,Duangkaew Guerreiro
285303,Senior Engineer,1999-08-10,44093,Premsyl Kroft
285304,Senior Staff,2000-05-02,88058,Bezalel Pagter
285308,Senior Staff,1995-07-24,85766,Domenico Miake
285310,Staff,1997-06-07,44095,Shaibal Camurati
285311,Assistant Engineer,2000-01-06,46733,Herbert Sullins
285313,Senior Staff,1997-02-11,86308,Indrajit Cardazo
285326,Staff,1998-08-02,47512,Adit Chenney
285331,Senior Engineer,1996-05-08,40000,Kagan Winter
285332,Senior Staff,1998-07-20,69328,Abdelaziz Chaudhury
285333,Senior Engineer,1999-10-09,60394,Manibrata Dichev
285342,Engineer,1998-02-09,41451,Nevio Velasco
285345,Engineer,1996-05-14,47229,Gennady Peak
285348,Senior Engineer,2002-05-24,40000,Jianhui Bardell
285350,Senior Staff,2001-05-17,57118,Behnaam Ramaiah
285353,Senior Staff,1998-02-22,77205,Mark Radivojevic
285367,Staff,1997-06-02,40000,Jaewoo Maginnis
285369,Assistant Engineer,1997-02-01,58902,Beshir Iisaka
285371,Staff,1998-10-19,105497,Hitomi Frolund
285378,Senior Staff,1999-04-08,43497,Ymte Jarecki
285381,Staff,1998-10-24,60756,Jinya Callaway
285393,Senior Staff,2001-12-02,85416,Carrsten Kaelbling
285400,Senior Engineer,1989-05-02,45572,Aluzio Pollock
285403,Staff,1997-08-08,89435,Arvin Narahara
285407,Senior Staff,1998-08-11,67317,Dipayan Socorro
285411,Senior Staff,2001-07-20,71938,Shan Rusterholz
285412,Assistant Engineer,1995-11-08,46762,Lucian Farris
285415,Staff,1995-10-31,63216,Chikako Setlzner
285416,Staff,1995-02-07,44361,Pranav Nivat
285417,Staff,1999-08-11,40000,Taizo Talmor
285421,Senior Engineer,1999-12-18,52727,Kamran Aamodt
285426,Senior Engineer,2000-02-29,40000,Richard Basart
285429,Senior Engineer,1995-11-12,40000,Amabile Kavvadias
285437,Senior Staff,1985-10-21,55969,Toshiko Jumpertz
285440,Staff,1998-03-26,87483,Jeane Lakshmanan
285442,Senior Staff,1997-03-02,69607,Christoph Benaini
285444,Senior Engineer,1997-05-09,55262,Kiyomitsu Kornatzky
285447,Technique Leader,1997-03-04,53751,JoAnne Bottner
285465,Senior Engineer,1998-03-09,40000,Kiyotoshi Takanami
285470,Senior Staff,1985-09-25,50475,Gill Turnbull
285472,Senior Engineer,1989-07-03,41535,Wonhee Grandbois
285491,Senior Staff,1993-04-29,67022,Oguz Conia
285494,Senior Engineer,1997-02-19,40000,Goncalo Reeker
285495,Senior Staff,1998-04-28,40000,Shahaf Fontan
285510,Senior Staff,1996-07-23,67615,Kiyotoshi Peck
285513,Technique Leader,1989-10-02,40000,Adin Kamber
285514,Senior Staff,1997-11-13,61343,Bikash Azevdeo
285515,Senior Staff,1991-04-26,68977,Heeju Highland
285523,Senior Engineer,1995-12-23,40000,Woody Picco
285524,Senior Staff,1993-08-24,90267,Anoosh Gimbel
285526,Senior Staff,1997-03-18,57943,Babette Werthner
285528,Senior Engineer,2000-07-04,40000,Eric Ressouche
285534,Senior Staff,1995-11-15,40000,Tran Kulisch
285536,Staff,1999-12-27,45397,Ronghao Basawa
285538,Staff,1997-09-05,71434,Rafael Raoux
285545,Staff,1997-08-20,89230,Fumiyo Uhrig
285548,Staff,1995-01-22,40000,Zhensheng Ranum
285550,Senior Staff,2001-05-19,40000,Jamaludin Moehrke
285551,Senior Staff,1992-03-14,76269,Zita Erie
285554,Senior Staff,2000-06-16,40000,Ziyad Brandsma
285559,Staff,1998-05-07,57702,Sanjai Boguraev
285560,Senior Engineer,1987-07-19,47843,Shigehito Barinka
285564,Senior Staff,1994-12-10,40000,Niteen Schwartzbauer
285565,Senior Engineer,1994-08-30,56659,Shigeaki Schonegge
285572,Senior Engineer,2001-07-03,40000,Huiqun Monarch
285578,Senior Engineer,1996-11-22,52585,Kolar Glinert
285590,Staff,1999-11-23,55165,Kannan Conia
285591,Senior Staff,2000-01-09,83447,Tremaine Kropatsch
285592,Senior Staff,1992-12-01,40000,Kensyu Beeson
285594,Senior Staff,2001-07-14,71636,Golgen Irland
285596,Senior Engineer,1991-02-13,40000,Adin Zaumen
285601,Senior Staff,1998-03-28,77289,Guiseppe Christianini
285602,Senior Staff,1997-11-15,40000,Mari Menhardt
285609,Senior Staff,1995-07-07,68011,Tetsushi Uludag
285610,Senior Staff,1997-07-15,40000,Radhakrishnan McClure
285614,Engineer,1999-06-16,40000,Aram Gubsky
285622,Senior Staff,1992-09-24,69482,Venkatesan Speek
285623,Senior Staff,1993-07-31,73476,Kenroku Haraldson
285627,Senior Staff,1990-03-23,55352,Dzung Foong
285630,Senior Staff,1996-02-17,40000,Mariusz Vernadat
285637,Senior Staff,1996-08-25,61826,Surveyors Crelier
285639,Senior Engineer,1998-12-21,58894,Xinyu Harbusch
285640,Senior Staff,1991-05-08,40000,Krassimir Bernick
285641,Senior Staff,1996-07-08,61473,Naraig Reghbati
285643,Assistant Engineer,2000-01-07,64562,Dulce Rusterholz
285644,Engineer,1996-10-26,40000,Duri Schnelling
285649,Engineer,2000-01-06,48375,Gian Ranai
285650,Senior Engineer,1998-04-06,51846,Gal Itzigehl
285652,Senior Engineer,1993-12-08,88144,Tomokazu Gewali
285654,Senior Engineer,1988-09-03,40000,Ashish Haldar
285658,Engineer,1999-07-19,40000,Garnik Merkl
285659,Senior Staff,1993-10-23,69663,Mabhin Lorys
285661,Senior Staff,1996-06-06,46747,Spyrose Beilner
285663,Senior Staff,1994-02-16,74806,Chriss Giveon
285664,Senior Engineer,1997-10-01,40000,Satyanarayana Nannarelli
285670,Assistant Engineer,1994-03-16,54837,Arvin Segond
285673,Technique Leader,1986-11-24,40000,Arnould Chaudhury
285675,Senior Staff,1999-07-28,79670,Deborah Orsini
285677,Senior Engineer,1993-06-15,40000,Tsutomu Luke
285680,Senior Engineer,1992-01-22,46924,Younwoo Lieberherr
285688,Senior Staff,1996-04-03,40000,Xinan Itzfeldt
285696,Technique Leader,1989-05-28,45965,IEEE Thiran
285702,Senior Engineer,1995-09-19,40000,Kasturi Luft
285703,Senior Staff,1997-11-09,40000,Rosalyn Ramras
285710,Engineer,1997-06-04,40000,Yucai Wendorf
285717,Senior Staff,1992-09-29,41874,Randy Hiroyama
285718,Technique Leader,1997-01-03,40000,Moheb Ponthieu
285722,Senior Engineer,1992-12-04,47399,Shrikanth Dratva
285728,Senior Staff,1992-05-28,50811,Charlene Papastamatiou
285735,Technique Leader,1993-10-18,40000,Edwin Stenning
285738,Senior Staff,1998-02-23,67940,Paddy Erni
285741,Senior Staff,1993-09-20,40000,Kitty Raney
285743,Engineer,1998-12-23,40000,Gretta DasSarma
285747,Senior Engineer,1994-07-12,57645,Berry Zuberek
285749,Senior Engineer,1991-11-20,40000,Terresa Jeong
285758,Senior Engineer,1995-06-02,40000,Maha Ritzmann
285760,Senior Staff,2001-06-09,40000,Vatsa Perko
285765,Senior Staff,1985-09-18,40000,Sivanarayana Showalter
285766,Senior Engineer,1994-10-31,60818,Hsiangchu Auyong
285770,Staff,1997-01-10,75728,Percy Cochrane
285775,Engineer,1999-08-03,59494,Kasidit Trachtenberg
285780,Senior Staff,1991-10-21,74539,KayLiang Ramaiah
285781,Senior Staff,1992-02-27,68699,Hein Picaronny
285782,Engineer,1993-10-17,40000,Jaideep Bultermann
285783,Engineer,1995-02-26,40000,Adly Riesenhuber
285786,Senior Engineer,1994-11-16,70729,Toshiko Emden
285789,Senior Staff,1995-05-11,75992,Uli Welham
285800,Senior Engineer,1994-03-22,40000,Barry Gargeya
285803,Senior Staff,1994-12-08,92125,Almudena Hertweck
285819,Staff,1999-09-29,40287,Arno Petersohn
285820,Senior Engineer,1989-06-07,41587,Khaled Foote
285827,Engineer,1999-08-15,41650,Kazunori Waeselynck
285829,Senior Staff,1986-08-12,95621,Jeanne Henders
285840,Senior Engineer,1997-11-23,63670,Sakthirel Pouyioutas
285843,Engineer,1997-08-03,59903,Yuriy Lukaszewicz
285846,Engineer,1996-10-07,43161,Jolita Pollacia
285850,Senior Engineer,2000-09-10,66086,Stabislas Ranft
285856,Senior Staff,1995-07-06,107921,Conor Griswold
285863,Staff,1996-03-11,53181,Leaf Busillo
285865,Senior Staff,1996-02-14,76846,Tayeb Lunn
285867,Senior Engineer,1999-06-02,45006,Barna Pashtan
285874,Senior Engineer,1991-06-23,47111,Reuven Clouatre
285886,Engineer,1996-03-08,68925,Conor Tagansky
285890,Senior Staff,1995-01-23,46112,Xuedong Puppe
285914,Senior Staff,1997-02-27,60318,Eirik Guerreiro
285924,Senior Engineer,1999-11-23,40000,Angel Herber
285925,Senior Staff,1995-05-07,72538,Heekeun Miake
285928,Staff,1998-01-15,52750,Martien Kornyak
